dataset_id,title,description,description_length,domain,country,publisher,publisher_type,format,temporal_start,temporal_end,temporal_span_years,last_modified,update_frequency,spatial_precision,has_coordinates,license,is_open_license,num_keywords,keywords,has_eurovoc,num_languages,has_multilingual,early_warning_score,early_warning_readiness,early_warning_temporal_recency,early_warning_update_frequency,early_warning_spatial_precision,early_warning_format_readability,early_warning_license_openness,early_warning_description_quality,early_warning_vocabulary_standard,compliance_reporting_score,compliance_reporting_readiness,compliance_reporting_temporal_coverage,compliance_reporting_description_quality,compliance_reporting_spatial_aggregation,compliance_reporting_vocabulary_standard,compliance_reporting_format_readability,compliance_reporting_license_openness,compliance_reporting_temporal_recency,cross_border_score,cross_border_readiness,cross_border_vocabulary_standard,cross_border_multilingual,cross_border_spatial_coverage,cross_border_format_readability,cross_border_description_quality,cross_border_license_openness,cross_border_temporal_recency
eu-water-c16c8ce5a4ef,Remote Sensing Water Data - IT,Aggregated statistics on monitoring derived from national reporting systems.,9,cross_cutting,IT,Joint Research Centre,eu_agency,PDF,2017-01-01,2022-12-31,5,2025-11-19,irregular,coordinates,True,EU-ODP,True,4,,False,1,False,0.53,Partial,0.5,0.2,1.0,0.2,1.0,0.2,0.5,0.53,Partial,0.6,0.2,0.8,0.5,0.2,1.0,0.5,0.39000000000000007,Insufficient,0.5,0.3,0.4,0.2,0.2,1.0,0.5
eu-water-ec9782821797,Water Quality Monitoring Data - NL,,0,water_quality,NL,NL Water Agency,national_hydro,NetCDF,2021-01-01,2023-12-31,2,2025-09-02,irregular,bbox,True,,False,4,bathing water|surface water|water quality|drinking water,False,1,False,0.4675,Partial,0.3,0.2,1.0,0.85,0.0,0.0,0.5,0.37000000000000005,Insufficient,0.3,0.0,0.8,0.5,0.85,0.0,0.3,0.40750000000000003,Partial,0.5,0.3,0.4,0.85,0.0,0.0,0.3
eu-water-2989ebdca615,Groundwater Level Measurements - DK,Comprehensive groundwater level information compiled under EU reporting requirements. Updated regularly as part of ongoing monitoring programs.,17,groundwater,DK,DK Data Provider,other,CSV,2003-01-01,2023-12-31,20,2024-03-27,annual,,False,,False,0,,False,1,False,0.23,Insufficient,0.1,0.3,0.0,0.9,0.0,0.2,0.0,0.38500000000000006,Insufficient,1.0,0.2,0.0,0.0,0.9,0.0,0.1,0.30000000000000004,Insufficient,0.0,0.3,0.4,0.9,0.2,0.0,0.1
eu-water-b260e29397e9,Remote Sensing Water Data - FR,Time series data for data parameters measured at multiple locations.,10,cross_cutting,FR,University of FR,research,CSV,2016-01-01,2022-12-31,6,2022-12-26,annual,country_level,False,CC0,True,0,,False,1,False,0.39,Insufficient,0.1,0.3,0.3,0.9,1.0,0.2,0.0,0.56,Partial,1.0,0.2,0.5,0.0,0.9,1.0,0.1,0.35000000000000003,Insufficient,0.0,0.3,0.4,0.9,0.2,1.0,0.1
eu-water-d891867194bc,Historical Flood Events - AT,,0,floods,AT,AT River Basin District,regional,,,,0,2023-02-05,annual,coordinates,True,restricted,False,0,,False,1,False,0.31500000000000006,Insufficient,0.1,0.3,1.0,0.0,0.3,0.0,0.0,0.155,Insufficient,0.0,0.0,0.8,0.0,0.0,0.3,0.1,0.16000000000000003,Insufficient,0.0,0.3,0.4,0.0,0.0,0.3,0.1
eu-water-3d35a231f990,Pesticide Monitoring - IT,,0,agricultural_runoff,IT,Copernicus,eu_agency,API,2017-01-01,2020-12-31,3,2023-04-08,annual,bbox,True,CC0,True,2,,False,2,True,0.55,Partial,0.1,0.3,1.0,1.0,1.0,0.0,0.3,0.52,Partial,0.6,0.0,0.8,0.3,1.0,1.0,0.1,0.6200000000000001,Partial,0.3,1.0,0.7,1.0,0.0,1.0,0.1
eu-water-0b7b047b7766,Pressures and Impacts - RO,,0,wfd_metrics,RO,RO Ministry of Agriculture,ministry,JSON,,,0,2025-02-12,daily,,False,CC-BY-SA-4.0,True,3,Water Framework Directive|programme of measures|WFD,True,1,False,0.51,Partial,0.1,1.0,0.0,0.9,1.0,0.0,1.0,0.345,Insufficient,0.0,0.0,0.0,1.0,0.9,1.0,0.1,0.5800000000000001,Partial,1.0,0.3,0.4,0.9,0.0,1.0,0.1
eu-water-2040757c75db,Climate Water Projections - PL,Spatial dataset representing water conditions based on field surveys and modeling.,11,cross_cutting,PL,Joint Research Centre,eu_agency,XML,2022-01-01,2025-12-31,3,2022-12-30,irregular,coordinates,True,CC-BY-4.0,True,2,,False,2,True,0.495,Partial,0.1,0.2,1.0,0.7,1.0,0.2,0.3,0.53,Partial,0.6,0.2,0.8,0.3,0.7,1.0,0.1,0.5950000000000001,Partial,0.3,1.0,0.7,0.7,0.2,1.0,0.1
eu-water-fe7c29fed757,Pesticide Monitoring - RO,Spatial dataset representing water conditions based on field surveys and modeling. Includes both raw measurements and derived indicators.,18,agricultural_runoff,RO,RO Hydrological Service,national_hydro,API,2019-01-01,2022-12-31,3,2022-04-15,annual,bbox,True,,False,3,,False,4,True,0.4700000000000001,Partial,0.1,0.3,1.0,1.0,0.0,0.2,0.5,0.49,Partial,0.6,0.2,0.8,0.5,1.0,0.0,0.1,0.64,Partial,0.5,1.0,0.7,1.0,0.2,0.0,0.1
eu-water-051f73f2c86e,Water Quality Monitoring Data - BE,,0,water_quality,BE,BE Hydrological Service,national_hydro,CSV,2017-01-01,2022-12-31,5,2025-04-24,irregular,coordinates,True,,False,5,chemical status|biological quality|bathing water|water quality|surface water,True,1,False,0.5,Partial,0.3,0.2,1.0,0.9,0.0,0.0,1.0,0.525,Partial,0.6,0.0,0.8,1.0,0.9,0.0,0.3,0.54,Partial,1.0,0.3,0.4,0.9,0.0,0.0,0.3
eu-water-b27f65b1c6eb,Flood Risk Assessment - FR,This dataset contains coastal flood data collected from monitoring stations across the region. Data quality has been validated according to standard procedures.,22,floods,FR,FR Research Institute,research,API,2001-01-01,2021-12-31,20,2022-04-14,irregular,region_name,False,,False,0,,False,3,True,0.335,Insufficient,0.1,0.2,0.5,1.0,0.0,0.4,0.0,0.585,Partial,1.0,0.4,1.0,0.0,1.0,0.0,0.1,0.535,Partial,0.0,1.0,0.7,1.0,0.4,0.0,0.1
eu-water-c3168747da73,Groundwater Level Measurements - DK,Time series data for hydrogeology parameters measured at multiple locations.,10,groundwater,DK,DK Ministry of Environment,ministry,GeoTIFF,2008-01-01,2023-12-31,15,2025-12-09,weekly,coordinates,True,custom_open,True,2,quantitative status|hydrogeology,False,1,False,0.73,Ready,0.5,0.8,1.0,0.8,1.0,0.2,0.3,0.66,Partial,1.0,0.2,0.8,0.3,0.8,1.0,0.5,0.43000000000000005,Partial,0.3,0.3,0.4,0.8,0.2,1.0,0.5
eu-water-9e9428d892da,Water Supply Statistics - FR,Spatial dataset representing water utility conditions based on field surveys and modeling.,12,utilities,FR,Eurostat,eu_agency,CSV,,,0,2025-12-20,irregular,region_name,False,,False,5,water supply|UWWTD|wastewater|water treatment|water services,True,1,False,0.46,Partial,0.5,0.2,0.5,0.9,0.0,0.2,1.0,0.455,Partial,0.0,0.2,1.0,1.0,0.9,0.0,0.5,0.5700000000000001,Partial,1.0,0.3,0.4,0.9,0.2,0.0,0.5
eu-water-c1536b37c1f9,Groundwater Level Measurements - BE,,0,groundwater,BE,BE Ministry of Agriculture,ministry,NetCDF,,,0,2025-02-11,weekly,country_level,False,CC-BY-4.0,True,0,,False,5,True,0.47250000000000003,Partial,0.1,0.8,0.3,0.85,1.0,0.0,0.0,0.265,Insufficient,0.0,0.0,0.5,0.0,0.85,1.0,0.1,0.5225,Partial,0.0,1.0,0.7,0.85,0.0,1.0,0.1
eu-water-cc866bb78d2e,Historical Flood Events - BG,This dataset contains flood hazard data collected from monitoring stations across the region.,13,floods,BG,BG Ministry of Agriculture,ministry,CSV,2008-01-01,2023-12-31,15,2024-04-14,annual,coordinates,True,,False,4,flood|flash flood|flood risk|flood hazard,False,1,False,0.45500000000000007,Partial,0.1,0.3,1.0,0.9,0.0,0.2,0.5,0.5800000000000001,Partial,1.0,0.2,0.8,0.5,0.9,0.0,0.1,0.42500000000000004,Partial,0.5,0.3,0.4,0.9,0.2,0.0,0.1
eu-water-e18c879de559,Surface Water Chemistry - CZ,,0,water_quality,CZ,CZ Ministry of Agriculture,ministry,CSV,2011-01-01,2021-12-31,10,2022-03-24,annual,coordinates,True,EU-ODP,True,3,biological quality|chemical status|bathing water,False,1,False,0.545,Partial,0.1,0.3,1.0,0.9,1.0,0.0,0.5,0.64,Partial,1.0,0.0,0.8,0.5,0.9,1.0,0.1,0.455,Partial,0.5,0.3,0.4,0.9,0.0,1.0,0.1
eu-water-baf57d5c5641,Historical Flood Events - PL,Time series data for flood hazard parameters measured at multiple locations.,11,floods,PL,Eurostat,eu_agency,CSV,2021-01-01,2023-12-31,2,2025-12-29,monthly,country_level,False,CC-BY-SA-4.0,True,0,,True,1,False,0.6000000000000001,Partial,0.5,0.6,0.3,0.9,1.0,0.2,1.0,0.555,Partial,0.3,0.2,0.5,1.0,0.9,1.0,0.5,0.6200000000000001,Partial,1.0,0.3,0.4,0.9,0.2,1.0,0.5
eu-water-2db8b6cc0559,WFD Status Assessment - FI,Spatial dataset representing ecological status conditions based on field surveys and modeling. Updated regularly as part of ongoing monitoring programs.,20,wfd_metrics,FI,Copernicus,eu_agency,CSV,2018-01-01,2021-12-31,3,2026-01-27,unknown,region_name,False,EU-ODP,True,0,,True,5,True,0.6050000000000001,Partial,0.8,0.0,0.5,0.9,1.0,0.4,1.0,0.76,Ready,0.6,0.4,1.0,1.0,0.9,1.0,0.8,0.8550000000000001,Ready,1.0,1.0,0.7,0.9,0.4,1.0,0.8
eu-water-f01218dca0bc,Drinking Water Quality - HR,Spatial dataset representing drinking water conditions based on field surveys and modeling. Includes both raw measurements and derived indicators.,19,utilities,HR,HR Water Agency,national_hydro,CSV,,,0,2024-06-11,annual,bbox,True,restricted,False,0,,False,1,False,0.4600000000000001,Partial,0.1,0.3,1.0,0.9,0.3,0.2,0.0,0.28500000000000003,Insufficient,0.0,0.2,0.8,0.0,0.9,0.3,0.1,0.31500000000000006,Insufficient,0.0,0.3,0.4,0.9,0.2,0.3,0.1
eu-water-a565fa090cc0,Groundwater Body Status - PL,Spatial dataset representing hydrogeology conditions based on field surveys and modeling.,11,groundwater,PL,PL River Basin District,regional,API,,,0,2025-12-10,annual,region_name,False,CC-BY-4.0,True,5,hydrogeology|groundwater body|quantitative status|aquifer|groundwater,False,1,False,0.5700000000000001,Partial,0.5,0.3,0.5,1.0,1.0,0.2,0.5,0.49,Partial,0.0,0.2,1.0,0.5,1.0,1.0,0.5,0.51,Partial,0.5,0.3,0.4,1.0,0.2,1.0,0.5
eu-water-ddff223346fc,Biological Quality Elements - PL,,0,water_quality,PL,PL Ministry of Agriculture,ministry,CSV,2014-01-01,2024-12-31,10,2022-07-12,irregular,region_name,False,restricted,False,2,water quality|bathing water,True,1,False,0.38000000000000006,Insufficient,0.1,0.2,0.5,0.9,0.3,0.0,1.0,0.675,Partial,1.0,0.0,1.0,1.0,0.9,0.3,0.1,0.545,Partial,1.0,0.3,0.4,0.9,0.0,0.3,0.1
eu-water-7616818ac1c0,Biological Quality Elements - ES,Aggregated statistics on biological quality derived from national reporting systems. Data quality has been validated according to standard procedures.,19,water_quality,ES,Eurostat,eu_agency,NetCDF,2015-01-01,2025-12-31,10,2023-02-02,monthly,coordinates,True,restricted,False,3,surface water|water quality|bathing water,True,3,True,0.5625,Partial,0.1,0.6,1.0,0.85,0.3,0.2,1.0,0.68,Partial,1.0,0.2,0.8,1.0,0.85,0.3,0.1,0.7575000000000001,Ready,1.0,1.0,0.7,0.85,0.2,0.3,0.1
eu-water-45dd81fffc8d,WFD Status Assessment - IE,Spatial dataset representing Water Framework Directive conditions based on field surveys and modeling.,13,wfd_metrics,IE,IE Regional Water Authority,regional,,2020-01-01,2021-12-31,1,2024-09-26,irregular,region_name,False,EU-ODP,True,0,,False,5,True,0.275,Insufficient,0.1,0.2,0.5,0.0,1.0,0.2,0.0,0.37,Insufficient,0.3,0.2,1.0,0.0,0.0,1.0,0.1,0.415,Partial,0.0,1.0,0.7,0.0,0.2,1.0,0.1
eu-water-e783633fd83a,Groundwater Body Status - FR,,0,groundwater,FR,FR River Basin District,regional,GeoTIFF,2018-01-01,2020-12-31,2,2025-12-25,unknown,,False,,False,0,,False,1,False,0.245,Insufficient,0.5,0.0,0.0,0.8,0.0,0.0,0.0,0.18000000000000002,Insufficient,0.3,0.0,0.0,0.0,0.8,0.0,0.5,0.28500000000000003,Insufficient,0.0,0.3,0.4,0.8,0.0,0.0,0.5
eu-water-654c192b9573,Flood Risk Assessment - ES,Time series data for return period parameters measured at multiple locations.,11,floods,ES,University of ES,research,,2015-01-01,2025-12-31,10,2023-02-20,unknown,bbox,True,,False,1,flash flood,False,3,True,0.25,Insufficient,0.1,0.0,1.0,0.0,0.0,0.2,0.3,0.46,Partial,1.0,0.2,0.8,0.3,0.0,0.0,0.1,0.44000000000000006,Partial,0.3,1.0,0.7,0.0,0.2,0.0,0.1
eu-water-6977629ae172,Integrated Water Resources - IT,Time series data for monitoring parameters measured at multiple locations.,10,cross_cutting,IT,IT Hydrological Service,national_hydro,PDF,2009-01-01,2024-12-31,15,2022-07-21,daily,,False,restricted,False,0,,False,3,True,0.29500000000000004,Insufficient,0.1,1.0,0.0,0.2,0.3,0.2,0.0,0.3450000000000001,Insufficient,1.0,0.2,0.0,0.0,0.2,0.3,0.1,0.41000000000000003,Partial,0.0,1.0,0.7,0.2,0.2,0.3,0.1
eu-water-e5813d84a1f9,Aquifer Characteristics - FR,,0,groundwater,FR,FR Ministry of Agriculture,ministry,PDF,2015-01-01,2021-12-31,6,2026-01-11,weekly,coordinates,True,CC-BY-SA-4.0,True,0,,True,1,False,0.665,Partial,0.5,0.8,1.0,0.2,1.0,0.0,1.0,0.665,Partial,1.0,0.0,0.8,1.0,0.2,1.0,0.5,0.49500000000000005,Partial,1.0,0.3,0.4,0.2,0.0,1.0,0.5
eu-water-8c093aa1cf03,Groundwater Level Measurements - AT,Spatial dataset representing aquifer conditions based on field surveys and modeling. Harmonized with EU-level reporting standards.,16,groundwater,AT,AT Ministry of Agriculture,ministry,PDF,2021-01-01,2023-12-31,2,2026-02-05,monthly,,False,CC-BY-4.0,True,0,,False,1,False,0.45999999999999996,Partial,0.8,0.6,0.0,0.2,1.0,0.2,0.0,0.275,Insufficient,0.3,0.2,0.0,0.0,0.2,1.0,0.8,0.28,Insufficient,0.0,0.3,0.4,0.2,0.2,1.0,0.8
eu-water-744ec979cfc8,Surface Water Chemistry - DK,,0,water_quality,DK,DK Data Provider,other,CSV,,,0,2025-11-18,irregular,,False,,False,0,,False,1,False,0.30000000000000004,Insufficient,0.5,0.2,0.0,0.9,0.0,0.0,0.0,0.11500000000000002,Insufficient,0.0,0.0,0.0,0.0,0.9,0.0,0.5,0.30000000000000004,Insufficient,0.0,0.3,0.4,0.9,0.0,0.0,0.5
eu-water-c8630795b19e,WFD Status Assessment - FR,This dataset contains water body status data collected from monitoring stations across the region. Data quality has been validated according to standard procedures.,23,wfd_metrics,FR,Joint Research Centre,eu_agency,NetCDF,,,0,2023-05-01,irregular,country_level,False,CC0,True,3,programme of measures|pressures and impacts|river basin management,False,4,True,0.3975000000000001,Insufficient,0.1,0.2,0.3,0.85,1.0,0.4,0.5,0.42000000000000004,Partial,0.0,0.4,0.5,0.5,0.85,1.0,0.1,0.6875000000000001,Partial,0.5,1.0,0.7,0.85,0.4,1.0,0.1
eu-water-0ce8fa017c30,Pesticide Monitoring - IT,Comprehensive data information compiled under EU reporting requirements. Harmonized with EU-level reporting standards.,13,agricultural_runoff,IT,IT Regional Water Authority,regional,CSV,2024-01-01,2025-12-31,1,2023-06-30,monthly,,False,,False,0,,True,4,True,0.34,Insufficient,0.1,0.6,0.0,0.9,0.0,0.2,1.0,0.36000000000000004,Insufficient,0.3,0.2,0.0,1.0,0.9,0.0,0.1,0.75,Ready,1.0,1.0,0.7,0.9,0.2,0.0,0.1
eu-water-12f3fbde1ea0,European Remote Sensing Water Data,Comprehensive monitoring information compiled under EU reporting requirements. Data quality has been validated according to standard procedures.,17,cross_cutting,EU,Copernicus,eu_agency,CSV,2000-01-01,2020-12-31,20,2026-02-10,annual,country_level,False,custom_open,True,0,,False,1,False,0.5650000000000001,Partial,0.8,0.3,0.3,0.9,1.0,0.2,0.0,0.5950000000000001,Partial,1.0,0.2,0.5,0.0,0.9,1.0,0.8,0.505,Partial,0.0,0.3,1.0,0.9,0.2,1.0,0.8
eu-water-36dcd81b78c1,Agricultural Pollution - IE,This dataset contains water data collected from monitoring stations across the region.,12,agricultural_runoff,IE,IE Data Provider,other,,2018-01-01,2021-12-31,3,2025-11-30,annual,,False,,False,0,,False,2,True,0.195,Insufficient,0.5,0.3,0.0,0.0,0.0,0.2,0.0,0.215,Insufficient,0.6,0.2,0.0,0.0,0.0,0.0,0.5,0.385,Insufficient,0.0,1.0,0.7,0.0,0.2,0.0,0.5
eu-water-b6abb90b797e,WFD Status Assessment - EL,,0,wfd_metrics,EL,Joint Research Centre,eu_agency,Shapefile,2019-01-01,2024-12-31,5,2022-01-30,annual,bbox,True,restricted,False,3,ecological status|river basin management|water body status,False,5,True,0.4525,Partial,0.1,0.3,1.0,0.75,0.3,0.0,0.5,0.45500000000000007,Partial,0.6,0.0,0.8,0.5,0.75,0.3,0.1,0.5974999999999999,Partial,0.5,1.0,0.7,0.75,0.0,0.3,0.1
eu-water-e1683dbb325d,Flood Risk Assessment - SE,Time series data for inundation parameters measured at multiple locations.,10,floods,SE,European Environment Agency,eu_agency,XML,2021-01-01,2024-12-31,3,2025-03-26,irregular,coordinates,True,restricted,False,5,inundation|coastal flood|flood hazard|flash flood|return period,True,2,True,0.51,Partial,0.3,0.2,1.0,0.7,0.3,0.2,1.0,0.575,Partial,0.6,0.2,0.8,1.0,0.7,0.3,0.3,0.745,Ready,1.0,1.0,0.7,0.7,0.2,0.3,0.3
eu-water-e0fafd5e81cc,Remote Sensing Water Data - ES,,0,cross_cutting,ES,ES Environmental Agency,national_hydro,PDF,,,0,2025-11-25,monthly,coordinates,True,,False,4,,False,5,True,0.5,Partial,0.5,0.6,1.0,0.2,0.0,0.0,0.5,0.24000000000000002,Insufficient,0.0,0.0,0.8,0.5,0.2,0.0,0.5,0.52,Partial,0.5,1.0,0.7,0.2,0.0,0.0,0.5
eu-water-99898c862ce7,Water Quality Monitoring Data - AT,Spatial dataset representing surface water conditions based on field surveys and modeling. Covers all relevant water bodies within the jurisdiction.,20,water_quality,AT,AT Regional Water Authority,regional,,2004-01-01,2024-12-31,20,2025-06-22,irregular,bbox,True,CC0,True,4,chemical status|drinking water|bathing water|biological quality,False,1,False,0.4600000000000001,Partial,0.3,0.2,1.0,0.0,1.0,0.4,0.5,0.64,Partial,1.0,0.4,0.8,0.5,0.0,1.0,0.3,0.37000000000000005,Insufficient,0.5,0.3,0.4,0.0,0.4,1.0,0.3
eu-water-04590a01427c,Pesticide Monitoring - DE,Aggregated statistics on monitoring derived from national reporting systems. Covers all relevant water bodies within the jurisdiction.,17,agricultural_runoff,DE,DE Data Provider,other,CSV,2017-01-01,2020-12-31,3,2024-08-31,annual,bbox,True,,False,0,,False,1,False,0.43000000000000005,Partial,0.1,0.3,1.0,0.9,0.0,0.2,0.0,0.405,Partial,0.6,0.2,0.8,0.0,0.9,0.0,0.1,0.30000000000000004,Insufficient,0.0,0.3,0.4,0.9,0.2,0.0,0.1
eu-water-8173c3407618,Water Quality Monitoring Data - NL,This dataset contains bathing water data collected from monitoring stations across the region.,13,water_quality,NL,NL Regional Water Authority,regional,PDF,,,0,2025-12-25,irregular,region_name,False,CC-BY-SA-4.0,True,0,,False,1,False,0.405,Partial,0.5,0.2,0.5,0.2,1.0,0.2,0.0,0.3350000000000001,Insufficient,0.0,0.2,1.0,0.0,0.2,1.0,0.5,0.265,Insufficient,0.0,0.3,0.4,0.2,0.2,1.0,0.5
eu-water-5a39b64ad890,Flood Risk Assessment - NL,Spatial dataset representing inundation conditions based on field surveys and modeling.,11,floods,NL,NL River Basin District,regional,,,,0,2022-05-08,monthly,bbox,True,,False,0,,True,1,False,0.40499999999999997,Partial,0.1,0.6,1.0,0.0,0.0,0.2,1.0,0.315,Insufficient,0.0,0.2,0.8,1.0,0.0,0.0,0.1,0.41500000000000004,Partial,1.0,0.3,0.4,0.0,0.2,0.0,0.1
eu-water-d7ee427d6b0c,Groundwater Level Measurements - FI,Spatial dataset representing groundwater level conditions based on field surveys and modeling. Updated regularly as part of ongoing monitoring programs.,20,groundwater,FI,FI Environmental Agency,national_hydro,CSV,2022-01-01,2025-12-31,3,2026-01-15,irregular,country_level,False,restricted,False,0,,False,1,False,0.41000000000000003,Partial,0.5,0.2,0.3,0.9,0.3,0.4,0.0,0.45000000000000007,Partial,0.6,0.4,0.5,0.0,0.9,0.3,0.5,0.3550000000000001,Insufficient,0.0,0.3,0.4,0.9,0.4,0.3,0.5
eu-water-cbbf421b64e3,European Historical Flood Events,This dataset contains flood hazard data collected from monitoring stations across the region. Data quality has been validated according to standard procedures.,22,floods,EU,EU Environmental Agency,national_hydro,API,2014-01-01,2020-12-31,6,2025-07-23,monthly,region_name,False,EU-ODP,True,0,,False,1,False,0.5650000000000001,Partial,0.3,0.6,0.5,1.0,1.0,0.4,0.0,0.695,Partial,1.0,0.4,1.0,0.0,1.0,1.0,0.3,0.5150000000000001,Partial,0.0,0.3,1.0,1.0,0.4,1.0,0.3
eu-water-b8e691df39b5,Agricultural Pollution - DE,,0,agricultural_runoff,DE,DE Hydrological Service,national_hydro,CSV,2007-01-01,2022-12-31,15,2024-06-22,annual,,False,,False,0,,True,1,False,0.27,Insufficient,0.1,0.3,0.0,0.9,0.0,0.0,1.0,0.49500000000000005,Partial,1.0,0.0,0.0,1.0,0.9,0.0,0.1,0.53,Partial,1.0,0.3,0.4,0.9,0.0,0.0,0.1
eu-water-69006cbfe427,Agricultural Pollution - AT,Time series data for water parameters measured at multiple locations. Includes both raw measurements and derived indicators.,17,agricultural_runoff,AT,AT Water Agency,national_hydro,PDF,2018-01-01,2023-12-31,5,2025-09-13,annual,region_name,False,custom_open,True,0,,False,1,False,0.375,Insufficient,0.3,0.3,0.5,0.2,1.0,0.2,0.0,0.475,Partial,0.6,0.2,1.0,0.0,0.2,1.0,0.3,0.255,Insufficient,0.0,0.3,0.4,0.2,0.2,1.0,0.3
eu-water-64772b77c518,Surface Water Chemistry - NL,,0,water_quality,NL,NL Open Data Portal,other,,2015-01-01,2020-12-31,5,2024-02-03,daily,bbox,True,CC-BY-SA-4.0,True,0,,False,1,False,0.525,Partial,0.1,1.0,1.0,0.0,1.0,0.0,0.0,0.375,Insufficient,0.6,0.0,0.8,0.0,0.0,1.0,0.1,0.195,Insufficient,0.0,0.3,0.4,0.0,0.0,1.0,0.1
eu-water-c0b521adf7ae,European Flood Risk Assessment,Spatial dataset representing coastal flood conditions based on field surveys and modeling.,12,floods,EU,University of EU,research,,2007-01-01,2022-12-31,15,2022-12-29,unknown,country_level,False,custom_open,True,4,flood|coastal flood|return period|flood risk,False,1,False,0.22,Insufficient,0.1,0.0,0.3,0.0,1.0,0.2,0.5,0.545,Partial,1.0,0.2,0.5,0.5,0.0,1.0,0.1,0.46,Partial,0.5,0.3,1.0,0.0,0.2,1.0,0.1
eu-water-d880946a6239,European Groundwater Body Status,Comprehensive groundwater body information compiled under EU reporting requirements. Harmonized with EU-level reporting standards.,14,groundwater,EU,EU Environmental Agency,national_hydro,NetCDF,2019-01-01,2021-12-31,2,2026-01-26,monthly,coordinates,True,CC-BY-SA-4.0,True,0,,False,1,False,0.7575,Ready,0.8,0.6,1.0,0.85,1.0,0.2,0.0,0.4600000000000001,Partial,0.3,0.2,0.8,0.0,0.85,1.0,0.8,0.49750000000000005,Partial,0.0,0.3,1.0,0.85,0.2,1.0,0.8
eu-water-ee3c5a96f521,European Biological Quality Elements,Time series data for water quality parameters measured at multiple locations. Updated regularly as part of ongoing monitoring programs.,19,water_quality,EU,EU Ministry of Agriculture,ministry,Shapefile,2017-01-01,2020-12-31,3,2023-08-13,annual,bbox,True,custom_open,True,4,biological quality|drinking water|chemical status|surface water,True,1,False,0.5575000000000001,Partial,0.1,0.3,1.0,0.75,1.0,0.2,1.0,0.6399999999999999,Partial,0.6,0.2,0.8,1.0,0.75,1.0,0.1,0.6975000000000001,Partial,1.0,0.3,1.0,0.75,0.2,1.0,0.1
eu-water-6a4b3c4b04fe,European Groundwater Body Status,This dataset contains quantitative status data collected from monitoring stations across the region. Data quality has been validated according to standard procedures.,22,groundwater,EU,EU Environmental Agency,national_hydro,,2014-01-01,2020-12-31,6,2023-04-02,weekly,bbox,True,,False,2,hydrogeology|aquifer,False,1,False,0.42000000000000004,Partial,0.1,0.8,1.0,0.0,0.0,0.4,0.3,0.5,Partial,1.0,0.4,0.8,0.3,0.0,0.0,0.1,0.38,Insufficient,0.3,0.3,1.0,0.0,0.4,0.0,0.1
eu-water-e8fee77aa024,Surface Water Chemistry - RO,Spatial dataset representing drinking water conditions based on field surveys and modeling. Updated regularly as part of ongoing monitoring programs.,20,water_quality,RO,RO Open Data Portal,other,,2001-01-01,2021-12-31,20,2025-12-14,daily,bbox,True,,False,0,,False,1,False,0.545,Partial,0.5,1.0,1.0,0.0,0.0,0.4,0.0,0.47500000000000003,Partial,1.0,0.4,0.8,0.0,0.0,0.0,0.5,0.20500000000000002,Insufficient,0.0,0.3,0.4,0.0,0.4,0.0,0.5
